time,RTT,deltam,deltas,omegam,omegas,thetam,thetas,pxs,pys,um,us,vm,vs,energy,b,velocity
0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,5.55555555555556
0.05,600,0,0,0,0,0,0,0.277777781916989,0,0,0,0,0,0,2.05380981721093,5.55555555555556
0.1,600,0,0,0,0,0,0,0.555555563833978,0,0,0,0,0,0,2.05380981721093,5.55555555555556
0.15,600,0,0,0,0,0,0,0.833333345750968,0,0,0,0,0,0,2.05380981721093,5.55555555555556
0.2,600,0,0,0,0,0,0,1.11111112766796,0,0,0,0,0,0,2.05380981721093,5.55555555555556
0.25,600,0,0,0,0,0,0,1.38888890958495,0,0,0,0,0,0,2.05380981721093,5.55555555555556
0.3,600,0,0,0,0,0,0,1.66666669150194,0,0,0,0,0,0,2.05380981721093,5.55555555555556
0.35,600,0,0,0,0,0,0,1.94444447341892,0,0,0,0,0,0,2.05380981721093,5.55555555555556
0.4,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
0.45,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
0.5,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
0.55,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
0.6,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
0.65,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
0.7,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
0.75,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
0.8,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
0.85,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
0.9,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
0.95,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
1,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
1.05,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
1.1,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
1.15,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
1.2,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
1.25,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
1.3,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
1.35,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
1.4,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
1.45,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
1.5,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
1.55,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
1.6,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
1.65,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
1.7,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
1.75,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
1.8,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
1.85,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
1.9,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
1.95,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
2,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
2.05,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
2.1,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
2.15,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
2.2,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
2.25,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
2.3,600,0,0,0,0,0,0,2.22222225533591,0,0,0,0,0,0,2.05380981721093,0
2.35,600,77.2542497067911,0,8.81475202605955,0,0,0,2.22222225533591,0,8.69851235125644,0,0,0,1.8916029563111,2.05380981721093,0
2.4,600,146.946314966759,0,16.7666546823166,0,0.440737607870479,0,2.22222225533591,0,16.5455536823059,0,0,0,8.73548672464454,2.05380981721093,0
2.45,600,202.254250657453,0,23.0773203096064,0,1.27907035447844,0,2.22222225533591,0,22.7730008914101,0,0,0,21.7007261578457,2.05380981721093,0
2.5,600,237.764130520401,0,27.1290169690789,0,2.43293638715271,0,2.22222225533591,0,26.7712680385485,0,0,0,39.6182462346327,2.05380981721093,0
2.55,600,250,0,28.5251363501518,0,3.78938725581934,0,2.22222225533591,0,28.148976866226,0,0,0,59.4273689951948,2.05380981721093,0
2.6,600,250,0,28.5251363501518,0,5.21564409457982,0,2.22222225533591,0,28.148976866226,0,0,0,79.2364917557569,2.05380981721093,0
2.65,600,250,0,28.5251363501518,0,6.64190093334029,0,2.22222225533591,0,28.148976866226,0,0,0,99.045614516319,2.05380981721093,0
2.7,600,250,38.6271254289846,28.5251363501518,0,8.06815777210076,0,2.22222225533591,0,28.148976866226,2.17462812021859,0,2.17462812021859,118.854737276881,2.05380981721093,0
2.75,600,250,130.097470763479,28.5251363501518,0,9.49441461086123,0,2.22222225533591,0,28.148976866226,7.32422138975138,0,7.32422138975138,138.663860037443,2.05380981721093,0
2.8,600,250,171.046261166173,28.5251363501518,0,10.9206714496217,0,2.22222225533591,0,28.148976866226,9.62955449724214,0,9.62955449724214,158.472982798005,2.05380981721093,0
2.85,600,250,247.166762269115,28.5251363501518,0,12.3469282883822,0,2.22222225533591,0,28.148976866226,13.9149829464266,0,13.9149829464266,178.282105558567,2.05380981721093,0
2.9,600,250,310.375072643713,28.5251363501518,0,13.7731851271426,0,2.22222225533591,0,28.148976866226,17.4734814794022,0,17.4734814794022,198.09122831913,2.05380981721093,0
2.95,600,250,357.781305189193,28.5251363501518,0,15.1994419659031,0,2.22222225533591,0,28.148976866226,20.1423553658775,0,20.1423553658775,217.900351079692,2.05380981721093,0
3,600,250,393.3359794217,27.4232923140568,0,16.6256988046636,0,2.22222225533591,0,27.6053198280702,22.1440107707916,0.543657038155769,22.1440107707916,236.944304359341,2.05380981721093,0
3.05,600,250,420.00198496363,27.6987533271852,0,17.9968634407984,0,2.22222225533591,0,27.7412340896345,23.6452523170204,0.407742776591547,23.6452523170204,256.17955001207,2.05380981721093,0
3.1,600,250,440.001489020738,24.1943009383683,0,19.3818011277948,0,2.22222225533591,0,26.0121144105786,24.7711834710995,2.13686245564739,24.7711834710995,272.9811481363,2.05380981721093,0
3.15,600,250,455.001116989066,20.3978918127945,0,20.5915161927394,0,2.22222225533591,0,24.1389413722675,25.6156318324644,4.01003549395853,25.6156318324644,287.146350995152,2.05380981721093,0
3.2,600,250,466.250837909433,15.379237277398,0,21.6114107985767,0,2.22222225533591,0,21.6627044722517,26.2489681003422,6.48627239397435,26.2489681003422,297.826377041379,2.05380981721093,0
3.25,600,250,474.6881285578,8.45995142842407,0,22.380372673905,0,2.22222225533591,0,18.248683678403,26.7239702988913,9.900293187823,26.7239702988913,303.701343398661,2.05380981721093,0
3.3,600,250,481.016096512644,4.62275633482716,0,22.8033702516294,0,2.22222225533591,0,16.3553865772959,27.0802219460335,11.7935902889301,27.0802219460335,306.911590901239,2.05380981721093,0
3.35,600,250,483.347877043944,-0.621611183913348,0,23.034508071815,0,2.22222225533591,0,13.7677814182722,27.2114964184988,14.3811954479538,27.2114964184988,306.479916461533,2.05380981721093,0
3.4,600,250,485.70026129554,-5.31553825876397,0,23.0034275121562,0,2.22222225533591,0,11.4517671664942,27.3439308382562,16.6972096997318,27.3439308382562,302.788570393497,2.05380981721093,0
3.45,600,250,479.786118954539,-9.40647213608106,0,22.7376505952576,0,2.22222225533591,0,9.4332736935744,27.0109767263754,18.7157031726516,27.0109767263754,296.256297979436,2.05380981721093,0
3.5,600,250,456.036266698647,-13.2234387961392,0,22.2673269814452,0,2.22222225533591,0,7.54995743358814,25.6739086429206,20.5990194326379,25.6739086429206,287.073354234169,2.05380981721093,0
3.55,600,250,449.220000778838,-15.765263949027,0,21.606155031786,0,2.22222225533591,0,6.29580431494317,25.2901668195391,21.8531725512828,25.2901668195391,276.125254106428,2.05380981721093,0
3.6,600,250,417.951176695436,-18.2332075019172,0,20.8178918225886,0,2.22222225533591,0,5.07810485989593,23.5297960080235,23.0708720063301,23.5297960080235,263.463304263641,2.05380981721093,0
3.65,600,250,386.092072314262,-20.264671308812,0,19.9062314339079,0,2.22222225533591,0,4.07576736003407,21.7361936236148,24.0732095061919,21.7361936236148,249.390615645044,2.05380981721093,0
3.7,600,250,350.707072523906,-21.8547835150005,0,18.892997853369,0,2.22222225533591,0,3.29119562026632,19.7440905425945,24.8577812459597,19.7440905425945,234.213682422362,2.05380981721093,0
3.75,600,250,304.920252936892,-22.9457680270577,0,17.8002586613359,0,2.22222225533591,0,2.75289674214112,17.1663862919287,25.3960801240849,17.1663862919287,218.279121055018,2.05380981721093,0
3.8,600,250,279.543579222662,-23.9327081262215,0,16.6529702428871,0,2.22222225533591,0,2.26593405634198,15.7377314892815,25.883042809884,15.7377314892815,201.659184608596,2.05380981721093,0
3.85,600,250,243.184468300923,-23.8267436937423,0,15.4563348187447,0,2.22222225533591,0,2.31821759886193,13.6907879448563,25.8307592673641,13.6907879448563,185.112834574716,2.05380981721093,0
3.9,600,250,210.345869160843,-23.5528354521189,0,14.2649976163053,0,2.22222225533591,0,2.45336571283204,11.8420420098296,25.695611153394,11.8420420098296,168.756698600352,2.05380981721093,0
