time,RTT,deltam,deltas,omegam,omegas,thetam,thetas,pxs,pys,um,us,vm,vs,energy,b,velocity,thetaError
0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.02,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.3533334,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.3945549,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4104508,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4186446,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4337005,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4530903,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4724034,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4925379,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5125616,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.531442,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5511332,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5816686,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5913504,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6039059,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6207144,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6356397,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6500745,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6634026,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6777869,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.690999,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.705928,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7183865,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7323126,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7442135,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7581,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7738147,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7857941,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7952172,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8080648,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8207608,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8337883,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8453311,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8574277,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8687127,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8798773,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8933206,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.9045309,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.9161392,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.9268252,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.9397938,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.9504734,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.962415,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.9778215,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.9895307,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
