time,RTT,deltam,deltas,omegam,omegas,thetam,thetas,pxs,pys,um,us,vm,vs,energy,b
0,500,0,0,0,0,0,0,0.0555555543137921,0,0,0,0,0,0,2.05380981721093
0.02,500,0,0,0,0,0,0,0.166666662941376,0,0,0,0,0,0,2.05380981721093
0.3533334,500,-1.3,-2.522,-0.148330709020789,0,-0.0385659834833883,0,1.99999995529652,0,-0.146374679704375,-0.141983439313244,0,-0.141983439313244,0.000749894123288105,2.05380981721093
0.3662675,500,-1.3,-2.522,-0.148330709020789,0,-0.0385659834833883,0,2.05555550961031,0,-0.146374679704375,-0.141983439313244,0,-0.141983439313244,0.000857021855186406,2.05380981721093
0.3717465,500,-1.3,-2.522,-0.148330709020789,0,-0.0385659834833883,0,2.1111110639241,0,-0.146374679704375,-0.141983439313244,0,-0.141983439313244,0.000964149587084706,2.05380981721093
0.3741709,500,-1.3,-2.522,-0.148330709020789,0,-0.0385659834833883,0,2.1111110639241,0,-0.146374679704375,-0.141983439313244,0,-0.141983439313244,0.000964149587084706,2.05380981721093
0.3955332,500,-1.3,-2.522,-0.148330709020789,0,-0.0385659834833883,0,2.22222217255169,0,-0.146374679704375,-0.141983439313244,0,-0.141983439313244,0.00117840505088131,2.05380981721093
0.3988445,500,-1.3,-2.522,-0.148330709020789,0,-0.0385659834833883,0,2.22222217255169,0,-0.146374679704375,-0.141983439313244,0,-0.141983439313244,0.00117840505088131,2.05380981721093
0.4311031,500,-1.3,-2.522,-0.148330709020789,0,-0.0385659834833883,0,2.44444438980686,0,-0.146374679704375,-0.141983439313244,0,-0.141983439313244,0.00160691597847451,2.05380981721093
0.4658691,500,-1.3,-2.522,-0.148330709020789,0,-0.0385659834833883,0,2.61111105274823,0,-0.146374679704375,-0.141983439313244,0,-0.141983439313244,0.00192829917416941,2.05380981721093
0.4923995,500,-1.3,-2.522,-0.148330709020789,0,-0.0385659834833883,0,2.77777771568961,0,-0.146374679704375,-0.141983439313244,0,-0.141983439313244,0.00224968236986432,2.05380981721093
0.5114495,500,-1.3,-2.522,-0.148330709020789,0,-0.0385659834833883,0,2.88888882431719,0,-0.146374679704375,-0.141983439313244,0,-0.141983439313244,0.00246393783366092,2.05380981721093
0.5349433,500,-1.3,-2.522,-0.148330709020789,0,-0.0385659834833883,0,2.99999993294478,0,-0.146374679704375,-0.141983439313244,0,-0.141983439313244,0.00267819329745752,2.05380981721093
0.5577884,500,-1.3,-2.522,0.130798019214532,0,-0.0357746962634252,0,3.11111104157236,0,-0.0086507435705286,-0.141983439313244,-0.137723936133847,-0.141983439313244,0.00289244876125412,2.05380981721093
0.5804024,500,-1.3,-2.522,0.130798019214532,0,-0.027400834603536,0,3.27777770451374,0,-0.0086507435705286,-0.141983439313244,-0.137723936133847,-0.141983439313244,0.00321383195694902,2.05380981721093
