time,RTT,deltam,deltas,omegam,omegas,thetam,thetas,pxs,pys,um,us,vm,vs,energy,b
0,500,0,0,0,0,0,0,0.000277777771568961,0,0,0,0,0,0,2.05380981721093
0.02,500,0,0,0,0,0,0,0.000833333314706882,0,0,0,0,0,0,2.05380981721093
0.3533334,500,-1.3,-3945.77701489726,-0.148330709020789,-3709.8982999602,-0.0385659834833883,-33.0864367128813,0.00840948653127802,-0.000742060373828213,-0.146374679704375,-0.141983439313244,0,-444.136360207204,0.000749894123288105,2.05380981721093
0.3653104,500,-1.3,32511.7686805112,-0.148330709020789,30590.0147720214,-0.0385659834833883,272.813704169931,0.00859217051909846,-0.000951313930480993,-0.146374679704375,-0.141983439313244,0,3660.83408131051,0.000857021855186406,2.05380981721093
0.3704659,500,-1.3,-268099.52946495,-0.148330709020789,-252230.487765083,-0.0385659834833883,-2249.49111710299,0.00833122261354442,-0.000856094809687025,-0.146374679704375,-0.141983439313244,0,-30186.7678275805,0.000964149587084706,2.05380981721093
0.3742786,500,-1.3,-268099.52946495,-0.148330709020789,-252230.487765083,-0.0385659834833883,-2249.49111710299,0.00833122261354442,-0.000856094809687025,-0.146374679704375,-0.141983439313244,0,-30186.7678275805,0.000964149587084706,2.05380981721093
0.4005568,500,-1.3,150295365.921602,-0.148330709020789,141400579.054988,-0.0385659834833883,1261066.14269041,0.00829148749512231,-0.000561474153330263,-0.146374679704375,-0.141983439313244,0,16922643.255696,0.00128553278277961,2.05380981721093
0.4059803,500,-1.3,150295365.921602,-0.148330709020789,141400579.054988,-0.0385659834833883,1261066.14269041,0.00829148749512231,-0.000561474153330263,-0.146374679704375,-0.141983439313244,0,16922643.255696,0.00128553278277961,2.05380981721093
0.432871,500,-1.3,-84255683899.322,-0.148330709020789,-79269259034.2155,-0.0385659834833883,-706954521.727807,0.00825296888199969,-0.000717082512100198,-0.146374679704375,-0.141983439313244,0,-9486845187.57827,0.00160691597847451,2.05380981721093
0.4676445,500,-1.3,47233792651273.6,-0.148330709020789,44438399543796.4,-0.0385659834833883,396319176924.108,0.00803559112944293,-0.001020762666757,-0.146374679704375,-0.141983439313244,0,5318331746579.41,0.00192829917416941,2.05380981721093
0.4896879,500,-1.3,3.21135678826277E+15,-0.148330709020789,3.02130208107792E+15,-0.0385659834833883,26945163784123.2,0.00836792809053152,-0.00114680867331763,-0.146374679704375,-0.141983439313244,0,361585631768026,0.00214255463796601,2.05380981721093
0.514572,500,-1.3,-1.80028875976888E+18,-0.148330709020789,-1.69374396401882E+18,-0.0385659834833883,-1.510547680905E+16,0.00879625585979715,-0.00180049820071324,-0.146374679704375,-0.141983439313244,0,-2.02705146605044E+17,0.00246393783366092,2.05380981721093
0.5416896,500,-1.3,1.00924308080494E+21,-0.148330709020789,9.49513997165975E+20,-0.0385659834833883,8.46814038529595E+18,0.00886115373427443,-0.00240313509031906,-0.146374679704375,-0.141983439313244,0,1.13636640535908E+20,0.00278532102935582,2.05380981721093
0.5643768,500,-1.3,6.86169675697769E+22,0.105119518818371,6.45560741408532E+22,-0.0324135162228934,5.75736534879918E+20,0.00876173687106049,-0.00247638402468663,-0.0213206832465061,-0.141983439313244,-0.125053996457869,7.72598973100892E+21,0.00310922243681508,2.05380981721093
0.6018873,500,-1.3,3.17177960379689E+26,-105.730988927177,2.98406715588151E+26,2.90251731014816,2.66130880330122E+24,0.00833480838272064,-0.00181823841344989,-52.2415472877351,-0.141983439313244,52.0951726080307,3.57129402768185E+25,-118.942641222684,2.05380981721093
0.6073232,500,-1.3,3.17177960379689E+26,-105.730988927177,2.98406715588151E+26,2.90251731014816,2.66130880330122E+24,0.00833480838272064,-0.00181823841344989,-52.2415472877351,-0.141983439313244,52.0951726080307,3.57129402768185E+25,-118.942641222684,2.05380981721093
0.6248345,500,-1.3,2.156446770372E+28,-7197.07190390357,2.02882381019495E+28,208.465827419756,1.80938510575308E+26,0.00880178677830295,-0.00152013964964965,-3551.1554335509,-0.141983439313244,3551.0090588712,2.42807081009797E+27,-560771.105251508,2.05380981721093
0.6455522,500,-1.3,1.46613676053692E+30,-489327.015466241,1.37936776814865E+30,14184.0476448431,1.23017458810493E+28,0.00903731397579566,-0.00162026822079168,-241437.216016376,-0.141983439313244,241437.069641696,1.65080999020309E+29,-2592313717.88497,2.05380981721093
0.6662415,500,-1.3,9.96805036011567E+31,-33268639.8797663,9.37812061474457E+31,964363.138133322,8.3637779066898E+29,0.00893912214811104,-0.00182920959323884,-16414964.1043998,-0.141983439313244,16414963.9580251,1.12236167595309E+31,-11982831885650.9,2.05380981721093
0.6867716,500,-1.3,6.77713230145149E+33,-2261886393.66742,6.37604765716253E+33,65565655.6372544,5.68641081915E+31,0.00886560638646865,-0.00134850496094517,-1116029508.00991,-0.141983439313244,1116029507.86354,7.63077361491644E+32,-5.53899475108018E+16,2.05380981721093
0.7043675,500,-1.3,4.607673574278E+35,-153782362526.247,4.33498196456231E+35,4457713470.48351,3.86610791975749E+33,0.00915290872509836,-0.00176940368956716,-75877221269.9005,-0.141983439313244,75877221269.7541,5.18805187397889E+34,-2.56036825918989E+20,2.05380981721093
0.7227712,500,-1.3,3.1326901737705E+37,-10455438915528.5,2.94729111881252E+37,303073448276.643,2.62851048272412E+35,0.00937407458751036,-0.00157748263726645,-5158781794182.17,-0.141983439313244,5158781794182.03,3.52728092922077E+36,-1.18351540593435E+24,2.05380981721093
