time,RTT,deltam,deltas,omegam,omegas,thetam,thetas,pxs,pys,um,us,vm,vs,energy,b
0,500,0,0,0,0,0,0,0.0555555543137921,0,0,0,0,0,0,10.2690490860546
0.02,500,0,0,0,0,0,0,0.166666662941376,0,0,0,0,0,0,10.2690490860546
0.3533334,500,0,0,0,0,0,0,1.99999995529652,0,0,0,0,0,0,10.2690490860546
0.3668076,500,0,0,0,0,0,0,2.05555550961031,0,0,0,0,0,0,10.2690490860546
0.3858768,500,0,0,0,0,0,0,2.16666661823789,0,0,0,0,0,0,10.2690490860546
0.3910806,500,0,0,0,0,0,0,2.22222217255169,0,0,0,0,0,0,10.2690490860546
0.3943361,500,0,0,0,0,0,0,2.22222217255169,0,0,0,0,0,0,10.2690490860546
0.4160015,500,0,0,0,0,0,0,2.33333328117927,0,0,0,0,0,0,10.2690490860546
0.4213317,500,0,0,0,0,0,0,2.38888883549306,0,0,0,0,0,0,10.2690490860546
0.4444523,500,0,0,0,0,0,0,2.49999994412065,0,0,0,0,0,0,10.2690490860546
0.4722978,500,0,0,0,0,0,0,2.66666660706202,0,0,0,0,0,0,10.2690490860546
0.4963894,500,0,0,0,0,0,0,2.77777771568961,0,0,0,0,0,0,10.2690490860546
0.5178971,500,0,0,0,0,0,0,2.88888882431719,0,0,0,0,0,0,10.2690490860546
0.5390882,500,0,0,0,0,0,0,2.99999993294478,0,0,0,0,0,0,10.2690490860546
0.5625501,500,0,0,0,0,0,0,3.16666659588615,0,0,0,0,0,0,10.2690490860546
0.5901144,500,0,0,0,0,0,0,3.33333325882753,0,0,0,0,0,0,10.2690490860546
0.6040378,500,0,0,0,0,0,0,3.38888881314132,0,0,0,0,0,0,10.2690490860546
0.6234828,500,0,0,0,0,0,0,3.49999992176891,0,0,0,0,0,0,10.2690490860546
0.6432179,500,0,0,0,0,0,0,3.61111103039649,0,0,0,0,0,0,10.2690490860546
0.6629689,500,0,0,0,0,0,0,3.72222213902408,0,0,0,0,0,0,10.2690490860546
0.681033,500,0,0,0,0,0,0,3.83333324765166,0,0,0,0,0,0,10.2690490860546
0.7009255,500,0,0,0,0,0,0,3.94444435627925,0,0,0,0,0,0,10.2690490860546
0.7180209,500,0,0,0,0,0,0,3.99999991059304,0,0,0,0,0,0,10.2690490860546
0.7361856,500,0,0,0,0,0,0,4.11111101922062,0,0,0,0,0,0,10.2690490860546
0.7534304,500,0,0,0,0,0,0,4.22222212784821,0,0,0,0,0,0,10.2690490860546
0.7711741,500,0,0,0,0,0,0,4.33333323647579,0,0,0,0,0,0,10.2690490860546
0.7889245,500,0,0,0,0,0,0,4.38888879078958,0,0,0,0,0,0,10.2690490860546
0.8060938,500,0,0,0,0,0,0,4.49999989941717,0,0,0,0,0,0,10.2690490860546
0.8239442,500,0,0,0,0,0,0,4.61111100804475,0,0,0,0,0,0,10.2690490860546
0.8409551,500,0,0,0,0,0,0,4.72222211667234,0,0,0,0,0,0,10.2690490860546
0.8590515,500,0,0,0,0,0,0,4.77777767098613,0,0,0,0,0,0,10.2690490860546
0.8770996,500,0,0,0,0,0,0,4.88888877961371,0,0,0,0,0,0,10.2690490860546
0.8953952,500,0,0,0,0,0,0,4.9999998882413,0,0,0,0,0,0,10.2690490860546
0.9124252,500,0,0,0,0,0,0,5.11111099686888,0,0,0,0,0,0,10.2690490860546
0.9308056,500,0,0,0,0,0,0,5.22222210549647,0,0,0,0,0,0,10.2690490860546
0.9481131,500,0,0,0,0,0,0,5.27777765981026,0,0,0,0,0,0,10.2690490860546
0.965975,500,0,0,0,0,0,0,5.38888876843784,0,0,0,0,0,0,10.2690490860546
0.9829217,500,0,0,0,0,0,0,5.49999987706543,0,0,0,0,0,0,10.2690490860546
1.000263,500,0,0,0,0,0,0,5.61111098569301,0,0,0,0,0,0,10.2690490860546
1.017536,500,0,0,0,0,0,0,5.6666665400068,0,0,0,0,0,0,10.2690490860546
1.03512,500,0,0,0,0,0,0,5.77777764863439,0,0,0,0,0,0,10.2690490860546
1.052715,500,0,0,0,0,0,0,5.88888875726197,0,0,0,0,0,0,10.2690490860546
1.070137,500,0,0,0,0,0,0,5.99999986588956,0,0,0,0,0,0,10.2690490860546
1.088937,500,0,0,0,0,0,0,6.05555542020335,0,0,0,0,0,0,10.2690490860546
1.106516,500,0,0,0,0,0,0,6.16666652883093,0,0,0,0,0,0,10.2690490860546
1.124393,500,0,0,0,0,0,0,6.27777763745852,0,0,0,0,0,0,10.2690490860546
1.142602,500,0,0,0,0,0,0,6.3888887460861,0,0,0,0,0,0,10.2690490860546
1.161279,500,0,0,0,0,0,0,6.49999985471369,0,0,0,0,0,0,10.2690490860546
1.178929,500,0,0,0,0,0,0,6.55555540902748,0,0,0,0,0,0,10.2690490860546
1.197234,500,0,0,0,0,0,0,6.66666651765506,0,0,0,0,0,0,10.2690490860546
1.214973,500,0,0,0,0,0,0,6.77777762628265,0,0,0,0,0,0,10.2690490860546
1.232448,500,0,0,0,0,0,0,6.88888873491023,0,0,0,0,0,0,10.2690490860546
1.250969,500,0,0,0,0,0,0,6.99999984353782,0,0,0,0,0,0,10.2690490860546
1.26742,500,0,0,0,0,0,0,7.05555539785161,0,0,0,0,0,0,10.2690490860546
1.286003,500,0,0,0,0,0,0,7.16666650647919,0,0,0,0,0,0,10.2690490860546
1.304335,500,0,0,0,0,0,0,7.27777761510678,0,0,0,0,0,0,10.2690490860546
1.321825,500,0,0,0,0,0,0,7.38888872373436,0,0,0,0,0,0,10.2690490860546
1.339472,500,0,0,0,0,0,0,7.44444427804816,0,0,0,0,0,0,10.2690490860546
1.35747,500,0,0,0,0,0,0,7.55555538667574,0,0,0,0,0,0,10.2690490860546
1.374292,500,0,0,0,0,0,0,7.66666649530332,0,0,0,0,0,0,10.2690490860546
1.390835,500,0,0,0,0,0,0,7.77777760393091,0,0,0,0,0,0,10.2690490860546
1.408713,500,0,0,0,0,0,0,7.8333331582447,0,0,0,0,0,0,10.2690490860546
1.425925,500,0,0,0,0,0,0,7.94444426687228,0,0,0,0,0,0,10.2690490860546
1.443779,500,0,0,0,0,0,0,8.05555537549987,0,0,0,0,0,0,10.2690490860546
1.464012,500,0,0,0,0,0,0,8.16666648412745,0,0,0,0,0,0,10.2690490860546
1.48237,500,0,0,0,0,0,0,8.27777759275503,0,0,0,0,0,0,10.2690490860546
1.500224,500,0,0,0,0,0,0,8.38888870138262,0,0,0,0,0,0,10.2690490860546
1.517685,500,0,0,0,0,0,0,8.44444425569641,0,0,0,0,0,0,10.2690490860546
1.534888,500,0,0,0,0,0,0,8.55555536432399,0,0,0,0,0,0,10.2690490860546
1.55313,500,0,0,0,0,0,0,8.66666647295157,0,0,0,0,0,0,10.2690490860546
1.571204,500,0,0,0,0,0,0,8.77777758157916,0,0,0,0,0,0,10.2690490860546
1.589171,500,0,0,0,0,0,0,8.83333313589295,0,0,0,0,0,0,10.2690490860546
1.606658,500,0,0,0,0,0,0,8.94444424452053,0,0,0,0,0,0,10.2690490860546
1.624937,500,0,0,0,0,0,0,9.05555535314811,0,0,0,0,0,0,10.2690490860546
1.642511,500,0,0,0,0,0,0,9.1666664617757,0,0,0,0,0,0,10.2690490860546
1.659994,500,0,0,0,0,0,0,9.22222201608949,0,0,0,0,0,0,10.2690490860546
1.675047,500,0,0,0,0,0,0,9.33333312471707,0,0,0,0,0,0,10.2690490860546
1.691468,500,0,0,0,0,0,0,9.44444423334465,0,0,0,0,0,0,10.2690490860546
1.708382,500,0,0,0,0,0,0,9.49999978765844,0,0,0,0,0,0,10.2690490860546
1.725309,500,0,0,0,0,0,0,9.61111089628603,0,0,0,0,0,0,10.2690490860546
1.742881,500,0,0,0,0,0,0,9.72222200491361,0,0,0,0,0,0,10.2690490860546
1.7602,500,0,0,0,0,0,0,9.83333311354119,0,0,0,0,0,0,10.2690490860546
