time,RTT,deltam,deltas,omegam,omegas,thetam,thetas,pxs,pys,um,us,vm,vs,energy,b,velocity,thetaError
0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.02,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.3533334,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4097534,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.433115,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4388062,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4446346,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4511848,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4585987,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4670321,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4763734,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4840759,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.49275,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5010548,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5096734,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5186599,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5266442,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5355836,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5434765,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5524793,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5604669,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5694537,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5776005,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5845364,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5905184,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5971588,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6035643,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6101682,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6164483,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6225908,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6289343,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6350183,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6415188,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6482061,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.654623,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.661683,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6682435,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6740592,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6809868,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6869978,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6940765,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7002438,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7063844,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7126936,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7188265,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7246708,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
