time,RTT,deltam,deltas,omegam,omegas,thetam,thetas,pxs,pys,um,us,vm,vs,energy,b,velocity,thetaError
0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.02,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.3533334,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4143916,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4408903,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4479956,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4560897,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4641064,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4740981,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4798685,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4846461,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4902751,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4955578,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5001283,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5074484,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5149549,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5222571,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5285097,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.53545,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5422825,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5559053,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5608925,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5664597,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5713521,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5782995,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5851039,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5909418,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5968812,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6017599,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6075354,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6136498,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6200066,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6254084,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6300666,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6355281,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6401883,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6457005,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6503881,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6563389,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6888692,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7028409,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7109998,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7168348,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7227499,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7292802,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7343248,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7413759,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.74708,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7557697,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7625321,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7706298,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7766845,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7813041,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7870405,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7912316,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7969537,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8020802,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
