time,RTT,deltam,deltas,omegam,omegas,thetam,thetas,pxs,pys,um,us,vm,vs,energy,b,velocity,thetaError
0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.02,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.3533334,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4199795,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4512933,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4589776,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4675761,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4798287,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4943061,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5233405,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.531899,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5410507,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5606819,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5735909,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5860782,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6013131,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6165884,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6302825,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6404864,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6520039,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6806356,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6880385,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6956018,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7030721,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7139912,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7267154,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.735181,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7458321,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7627686,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7724733,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7816706,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7904845,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8003321,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8091279,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8368399,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8461024,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8546491,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8643193,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8728639,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8805777,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8891219,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8979799,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.9068661,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.9144188,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.9224197,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.9316689,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
