time,RTT,deltam,deltas,omegam,omegas,thetam,thetas,pxs,pys,um,us,vm,vs,energy,b,velocity,thetaError
0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.02,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.3533334,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4010909,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4233156,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4288328,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4353679,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4410976,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4486542,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4576658,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4704807,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4833309,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4889956,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4950149,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5010433,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5090194,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5169184,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5300949,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5368276,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5510356,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.55682,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5629627,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5707172,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5775979,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5838205,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5911406,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5973374,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6039397,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6103873,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6171046,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6234472,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6300572,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6370624,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.643643,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6503249,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6573616,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6635053,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6700166,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.676244,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6832528,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6898801,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6967409,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7037926,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7107995,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7176508,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7238871,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
