time,RTT,deltam,deltas,omegam,omegas,thetam,thetas,pxs,pys,um,us,vm,vs,energy,b,velocity,obstaclex,obstacley
0,10000,0,0,0,0,0,0,0,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.002,10000,0,0,0,0,0,0,0.00833333372914543,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.004,10000,0,0,0,0,0,0,0.0166666674582909,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.006,10000,0,0,0,0,0,0,0.0250000011874363,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.008,10000,0,0,0,0,0,0,0.0333333349165817,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.01,10000,0,0,0,0,0,0,0.0416666686457271,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.012,10000,0,0,0,0,0,0,0.0500000023748726,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.014,10000,0,0,0,0,0,0,0.058333336104018,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.016,10000,0,0,0,0,0,0,0.0666666698331634,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.018,10000,0,0,0,0,0,0,0.0750000035623088,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.02,10000,0,0,0,0,0,0,0.0833333372914543,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.022,10000,0,0,0,0,0,0,0.0916666710205997,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.024,10000,0,0,0,0,0,0,0.100000004749745,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.026,10000,0,0,0,0,0,0,0.108333338478891,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.028,10000,0,0,0,0,0,0,0.116666672208036,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.03,10000,0,0,0,0,0,0,0.125000005937181,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.032,10000,0,0,0,0,0,0,0.133333339666327,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.034,10000,0,0,0,0,0,0,0.141666673395472,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.036,10000,0,0,0,0,0,0,0.150000007124618,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.038,10000,0,0,0,0,0,0,0.158333340853763,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.04,10000,0,0,0,0,0,0,0.166666674582909,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.042,10000,0,0,0,0,0,0,0.175000008312054,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.044,10000,0,0,0,0,0,0,0.183333342041199,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.046,10000,0,0,0,0,0,0,0.191666675770345,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.048,10000,0,0,0,0,0,0,0.20000000949949,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.05,10000,0,0,0,0,0,0,0.208333343228636,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.052,10000,0,0,0,0,0,0,0.216666676957781,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.054,10000,0,0,0,0,0,0,0.225000010686927,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.056,10000,0,0,0,0,0,0,0.233333344416072,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.058,10000,0,0,0,0,0,0,0.241666678145218,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
0.06,10000,0,0,0,0,0,0,0.250000011874363,0,0,0,0,0,energy,0.513452454302732,4.16666666666667,0,0
