time,RTT,deltam,deltas,omegam,omegas,thetam,thetas,pxs,pys,um,us,vm,vs,energy,b,velocity
0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0
0.02,500,-40.6,0,-4.63248214326465,0,-0.092649640794412,0,0,0,-4.5713938430751,0,0,0,0,2.05380981721093,0
0.3533334,500,-40.6,-48.5648837496128,-4.63248214326465,-2.00319883669522,-1.20444533032736,-0.115645000790142,0.351857905561896,-0.00320429433085397,-4.5713938430751,-3.65711507446008,0,-1.81109208225514,0.940393854063282,2.05380981721093,3.90625
0.4001088,500,-46.7,-43.9158789355003,-5.32849547020835,-2.47455154988825,-1.23924599589668,-0.231052428787717,0.547143956351353,-0.00641266271701893,-5.25822887861102,-3.65711507446008,0,-1.28763316640144,1.46283488409844,2.05380981721093,3.90625
0.4340851,500,-47.1,-42.1928989164372,-5.37413568836859,-2.64924083054837,-1.26149560175249,-0.308920009786291,0.664310659786677,-0.00861961826903253,-5.30326724159698,-3.65711507446008,0,-1.09363266761113,1.77629950211953,2.05380981721093,3.90625
0.4414698,500,-47.6,-41.741523512908,-5.43118596106889,-2.69500482297881,-1.269482639752,-0.335870057413698,0.703365471824697,-0.00939453420820407,-5.35956519532943,-3.65711507446008,0,-1.04280964444342,1.88078770812656,2.05380981721093,3.90625
0.450404,500,-47.6,-41.3404387304491,-5.43118596106889,-2.73566995626895,-1.27746967775152,-0.363226756364918,0.74241991486675,-0.0101878290543626,-5.35956519532943,-3.65711507446008,0,-0.997649139392103,1.9852759141336,2.05380981721093,3.90625
0.473197,500,-47.6,-40.667352517902,-5.43118596106889,-2.80391273621485,-1.29344375375056,-0.418983925750117,0.820527701262575,-0.0118275704929089,-5.35956519532943,-3.65711507446008,0,-0.921862386488245,2.19425232614766,2.05380981721093,3.90625
0.4889635,500,-47.6,-40.3859479972658,-5.43118596106889,-2.83244374222801,-1.30143079175008,-0.447308362539297,0.859581043870791,-0.0126733063637662,-5.35956519532943,-3.65711507446008,0,-0.890177389122485,2.29874053215469,2.05380981721093,3.90625
0.5237491,500,-47.6,-39.5408308836995,-5.43118596106889,-2.9181283694489,-1.33337894374815,-0.562874248126956,1.01579066614357,-0.0162243247587297,-5.35956519532943,-3.65711507446008,0,-0.795020660806367,2.71669335618281,2.05380981721093,3.90625
0.5320972,500,-47.6,-39.384939344476,-5.43118596106889,-2.93393388114762,-1.34136598174767,-0.592213586282647,1.05484210591272,-0.01715378158629,-5.35956519532943,-3.65711507446008,0,-0.777467911481392,2.82118156218985,2.05380981721093,3.90625
0.5475363,500,-47.6,-39.2464166788461,-0.0471013937783855,-2.94797839968311,-1.29551217527772,-0.621693369620553,1.09389314442547,-0.0180999470650218,-2.70302273274347,-3.65711507446008,-2.65654246258596,-0.761870826240335,2.903498630568,2.05380981721093,3.90625
0.568199,500,-47.6,-39.0139528696006,-0.962653960770319,-2.97154741102816,-1.23678921801023,-0.681013423690613,1.17199398155001,-0.0200427048518679,-3.15476234428669,-3.65711507446008,-2.20480285104274,-0.735696352685594,3.04592015135096,2.05380981721093,3.90625
0.5843419,500,-47.6,-38.8304039045097,-1.68543037447158,-2.99015705032919,-1.19961984430064,-0.740729004515087,1.25009309927362,-0.0220533938555342,-3.51138494371946,-3.65711507446008,-1.84818025160997,-0.715029490396942,3.16754987870896,2.05380981721093,3.90625
0.5997716,500,-47.6,-38.7536655795049,-1.68543037447158,-2.99793738593716,-1.18568683069748,-0.770708377704368,1.2891419866904,-0.02308452408469,-3.51138494371946,-3.65711507446008,-1.84818025160997,-0.706389069055692,3.2262906297361,2.05380981721093,3.90625
0.6151934,500,-47.6,-38.6248860525979,-2.494715547411,-3.01099406835382,-1.17646816793888,-0.830866825689117,1.3672383618892,-0.0251990514175713,-3.91069152952532,-3.65711507446008,-1.44887366580411,-0.69188902136069,3.32938931517981,2.05380981721093,3.90625
