time,RTT,deltam,deltas,omegam,omegas,thetam,thetas,pxs,pys,um,us,vm,vs,energy,b,velocity
0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0
0.02,500,-40.6,0,-4.63248214326465,0,-0.092649640794412,0,0,0,-4.5713938430751,0,0,0,0,2.05380981721093,0
0.3533334,500,-40.6,-38.794990508688,-4.63248214326465,-3.01312747291522,-1.20444533032736,-0.224425265455406,0.351820148981966,-0.00605259038926589,-4.5713938430751,-3.65711507446008,0,-0.711042086957984,0.940393854063282,2.05380981721093,3.90625
0.4095832,500,-46.7,-38.2057800183652,-5.32849547020835,-3.05538857957707,-1.23924599589668,-0.376709360000154,0.547084143960991,-0.0104032061608868,-5.25822887861102,-3.65711507446008,0,-0.644699397112241,1.46283488409844,2.05380981721093,3.90625
0.4364496,500,-47.1,-38.157580800019,-5.37413568836859,-3.05884566722402,-1.26149560175249,-0.468450489360682,0.664237404341937,-0.0132353162059625,-5.30326724159698,-3.65711507446008,0,-0.639272362383456,1.77629950211953,2.05380981721093,3.90625
0.4424377,500,-47.6,-38.1516648033153,-5.43118596106889,-3.05926999192939,-1.269482639752,-0.499043188596176,0.703287520616238,-0.014218808453782,-5.35956519532943,-3.65711507446008,0,-0.63860624536604,1.88078770812656,2.05380981721093,3.90625
0.4511403,500,-47.6,-38.1479459367325,-5.43118596106889,-3.05953672753559,-1.27746967775152,-0.529638555187672,0.742337124463102,-0.0152224405780329,-5.35956519532943,-3.65711507446008,0,-0.638187516208407,1.9852759141336,2.05380981721093,3.90625
0.470687,500,-47.6,-38.144138691023,-5.43118596106889,-3.05980980213229,-1.29344375375056,-0.59083369584859,0.820434736313098,-0.0172907629409274,-5.35956519532943,-3.65711507446008,0,-0.637758835922807,2.19425232614766,2.05380981721093,3.90625
0.4901541,500,-47.6,-38.1426342462311,-5.43118596106889,-3.05991770839476,-1.3094178297496,-0.652031632151783,0.898530129585982,-0.0194412225033342,-5.35956519532943,-3.65711507446008,0,-0.637589441596231,2.40322873816172,2.05380981721093,3.90625
0.5098456,500,-47.6,-38.1422692200867,-5.43118596106889,-3.0599438898852,-1.31740486774911,-0.682631070366684,0.937576962113669,-0.0205474356802198,-5.35956519532943,-3.65711507446008,0,-0.637548341146252,2.50771694416875,2.05380981721093,3.90625
0.5278738,500,-47.6,-38.1418955190702,-5.43118596106889,-3.05997069358062,-1.33337894374815,-0.743830379413425,1.01566883775397,-0.0228220521565433,-5.35956519532943,-3.65711507446008,0,-0.63750626394118,2.71669335618281,2.05380981721093,3.90625
0.5436745,500,-47.6,-38.14174784997,-1.31991740465094,-3.05998128514288,-1.30824033510195,-0.805029962867031,1.09375824857655,-0.0251797706884132,-3.33103845903504,-3.65711507446008,-2.02852673629439,-0.637489637004844,2.86908664356986,2.05380981721093,3.90625
0.5583217,500,-47.6,-38.1417120207508,-2.46450772355748,-3.05998385499267,-1.3164431375517,-0.835629800732998,1.13280200065446,-0.0263898375118994,-3.89578679209665,-3.65711507446008,-1.46377840323278,-0.63748560278139,2.91129437585686,2.05380981721093,3.90625
0.5738658,500,-47.6,-38.1416753400476,-3.63372659029555,-3.05998648591512,-1.34078594871483,-0.89682951892854,1.21088754097922,-0.0288724389919947,-4.47268701138675,-3.65711507446008,-0.886878183942682,-0.637481472684332,2.99109976633033,2.05380981721093,3.90625
0.5896571,500,-47.6,-38.1416664401427,-3.91741626584614,-3.05998712426057,-1.36123408603457,-0.927429389487185,1.24992930655982,-0.0301449869822055,-4.61266134869115,-3.65711507446008,-0.746903846638277,-0.637480470591457,3.0305492337053,2.05380981721093,3.90625
0.6043262,500,-47.6,-38.1416573287309,-4.20784784654682,-3.05998777777634,-1.37855044756552,-0.988629141152349,1.32801077221845,-0.0327525985214609,-4.75596218599498,-3.65711507446008,-0.603603009334453,-0.637479444683775,3.10950215311846,2.05380981721093,3.90625
