time,RTT,deltam,deltas,omegam,omegas,thetam,thetas,pxs,pys,um,us,vm,vs,energy,b,velocity,thetaError
0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.02,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.3533334,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4187419,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.451867,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.459145,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.467301,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4807788,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4960268,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5241873,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5330787,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5419098,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5653062,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5773309,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5902702,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.635891,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.647454,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7293267,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7380372,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7456973,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.756165,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
