time,RTT,deltam,deltas,omegam,omegas,thetam,thetas,pxs,pys,um,us,vm,vs,energy,b,velocity,thetaError
0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.02,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.3533334,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4100964,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.434017,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4400713,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.446265,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4522311,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4590335,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4681082,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4764364,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.48491,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4931704,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.501721,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5098795,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5184518,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5267047,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5351487,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5434762,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5592567,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.564764,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5712643,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5776916,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5847158,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5909972,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.596989,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6038545,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6100399,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6159306,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6233143,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6295918,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6363463,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6432911,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6502935,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6567506,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6633139,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6700919,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6767558,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7183596,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.725127,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7319314,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7384707,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7447413,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.753764,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7602633,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7675927,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
