time,RTT,deltam,deltas,omegam,omegas,thetam,thetas,pxs,pys,um,us,vm,vs,energy,b,velocity,thetaError
0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.02,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.3533334,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.435203,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4706189,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4805282,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.488041,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.4938156,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5059075,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5134599,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5206735,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5278218,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5346162,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5425727,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5585243,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5658903,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5735458,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5808859,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5885739,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.5960283,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6039625,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6109338,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6185619,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6247141,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6324226,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.639891,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6462321,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6537228,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6609945,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6693072,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6757715,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6845436,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.6924713,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7002069,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7076575,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7138472,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7210292,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7437013,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.757243,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7660969,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7734296,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7812321,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7885768,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.7948045,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8025461,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8098224,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8165801,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8242182,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8317595,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8388891,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8453751,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8535435,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8609734,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8684939,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8749427,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8824233,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
0.8896204,600,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05380981721093,0,0
